argus;description;id;kilometrage;price;region;telephone;url;vendeur;version;year;official_version;good_deal;select_deal
10315.0;Renault ZOÉ modèle INTENS, mise en circulation le 20/03/2013 - 35 525 Km Équipements du modèle INTENS:Jantes alliage 16 pouces Caméra de recul Allumage des feux et essuie glace automatiquesFermeture centralisée, carte main libre Tablette multimédia R-link tactile (programmable également par smartphone)GPS avec info-traffic Connexion Bluetooth, prise USB, commandes au volantBoîte automatique Régulateur/limitateur de vitesse Climatisation automatique Aide au démarrage en côte Vitres électriques avant et arrière Câble de charge Autres photos et informations sur demande Paiement par chèque de banque;1058094029;35700;8700.0;ile_de_france;NaN;https://www.leboncoin.fr/voitures/1058094029.htm?ca=12_s;Particulier;INTENS;2013;ZEN CHARGE RAPIDE TYPE 2;0.8434318952981096;True
14007.0;A vendre Renault Zoe Intens, noir, 5 portes.Elle a été mise en circulation le 28/10/2016.Je m'en sépare d'elle car je dispose d'une autre voiture professionnelle. Achat récent donc très bonne affaire et garantie constructeur à vie.pas sérieux s'abstenir... Prix de vente : 22000 Euro(s) à débattre.;1057234540;189;22000.0;ile_de_france;NaN;https://www.leboncoin.fr/voitures/1057234540.htm?ca=12_s;Particulier;INTENS;2016;ZEN TYPE 2;1.5706432498036695;False
11433.0;"Renault Zoe INTENS CHARGE RAPIDE berline, gris, 1 cv, 5 portes, mise en circulation le 29/09/2014, garantie 6 mois.OPTIONS ET EQUIPEMENTS :Extérieur :- allumage automatique des feux- vitres électriques- caméra de recul- jantes aluminiumIntérieur et confort :- climatisation automatiqueSécurité :- radar d'aide au stationnement- ABS- airbags frontaux- airbags latéraux- aide au freinage d'urgence- régulateur de vitesse- limiteur de vitesseAutres équipements et informations :vitres avant éléctriques, feux de circulation diurne, Vitres arrières électriques, 5m;Système multimédia R-Link (1an TomTom Traffic + connectivité et 3mois Coyote Series offerts);Câble de recharge 6, 5m mode 3 type 2Référence annonce : X169501388NOUS CONTACTER :0174704406";1056103779;12790;12490.0;ile_de_france;0174704406;https://www.leboncoin.fr/voitures/1056103779.htm?ca=12_s;Numéro SIREN : 312212301;INTENS;2014;ZEN CHARGE RAPIDE TYPE 2;1.0924516749759468;False
11433.0;Renault Zoe INTENS CHARGE RAPIDE berline, blanc, 1 cv, 5 portes, mise en circulation le 19/12/2014, garantie 12 mois.OPTIONS ET EQUIPEMENTS :Extérieur :- caméra de recul- jantes aluminiumSécurité :- radar d'aide au stationnement- ABS- aide au freinage d'urgenceAutres équipements et informations :feux de circulation diurneRéférence annonce : X166202317NOUS CONTACTER :0175448164;1055632810;13996;12290.0;ile_de_france;0175448164;https://www.leboncoin.fr/voitures/1055632810.htm?ca=12_s;Numéro SIREN : 312212301;INTENS;2014;ZEN CHARGE RAPIDE TYPE 2;1.0749584535992303;False
12088.0;"Renault Zoe LIFE CHARGE RAPIDE berline, blanc, 1 cv, 5 portes, mise en circulation le 24/02/2015, garantie 12 mois.OPTIONS ET EQUIPEMENTS :Extérieur :- rétroviseurs électriques- vitres électriquesIntérieur et confort :- bluetooth- climatisation automatiqueSécurité :- rétroviseurs dégivrants- régulateur de vitesse- limiteur de vitesseAutres équipements et informations :vitres avant éléctriques, feux de circulation diurne, USB, 4HP;R-Link + Carminat TomTom® Z.E. Live;Détection pression des pneus;Peinture métallisée spéciale Blanc NacréRéférence annonce : M168301628NOUS CONTACTER :0175448151";1029606565;11480;11200.0;ile_de_france;0175448151;https://www.leboncoin.fr/voitures/1029606565.htm?ca=12_s;Numéro SIREN : 312212301;LIFE;2015;ZEN TYPE 2;0.9265387160820648;True
11433.0;Renault Zoe INTENS CHARGE RAPIDE berline, blanc, 1 cv, 5 portes, mise en circulation le 19/12/2014, garantie 12 mois.OPTIONS ET EQUIPEMENTS :Extérieur :- caméra de recul- jantes aluminiumSécurité :- radar d'aide au stationnement- ABS- aide au freinage d'urgenceAutres équipements et informations :feux de circulation diurneRéférence annonce : X166202317NOUS CONTACTER :0175448166;1055632922;13996;12290.0;ile_de_france;0175448166;https://www.leboncoin.fr/voitures/1055632922.htm?ca=12_s;Numéro SIREN : 312212301;INTENS;2014;ZEN CHARGE RAPIDE TYPE 2;1.0749584535992303;False
14007.0;Renault Zoe Zen berline, blanc, 1 cv, 5 portes, mise en circulation le 03/02/2016.OPTIONS ET EQUIPEMENTS :Intérieur et confort :- ordinateur de bord- GPSSécurité :- ABSRéférence annonce : A9834_vsvdNOUS CONTACTER :0184040214;1029113352;6000;16500.0;ile_de_france;0184040214;https://www.leboncoin.fr/voitures/1029113352.htm?ca=12_s;Numéro SIREN : 312212301;ZEN;2016;ZEN TYPE 2;1.177982437352752;False
11433.0;Renault Zoe Life charge rapide berline, bleu azur, 1 cv, 5 portes, mise en circulation le 17/10/2014, garantie 12 mois.5 placesOPTIONS ET EQUIPEMENTS :Extérieur :- rétroviseurs électriquesIntérieur et confort :- auto-radio commandé au volant- ordinateur de bord- volant réglable- bluetooth- aide au démarrage en pente- pack fumeur- climatisation automatique- GPSSécurité :- direction assistée- fermeture centralisée- rétroviseurs dégivrants- ABS- airbags latéraux- anti-démarrage- anti-patinage- ESP- aide au freinage d'urgence- répartiteur électronique de freinage- verrouillage automatique des portes en roulant- régulateur de vitesse- limiteur de vitesseAutres équipements et informations :kilométrage garanti, puissance réelle : 88 ch, vitres avant éléctriques, airbag conducteur, feux de circulation diurne, commandes vocales, démarrage sans clé, Écran multifonction, Prise audio usb, Cache bagages, réglages du volant : profondeur, Bleu Azur, 4 Haut parleurs, Airbag passager déconnectable, Bacs de portes avant, Banquette AR rabattable, Banquette arrière 3 places, Banquette arrière monobloc, Becquet arrière, Boite à gants fermée, Boucliers AV et AR couleur caisse, Ceintures avant ajustables en hauteur, Chauffage auxiliaire, Contrôle de freinage en courbe, Contrôle élect. de la pression des pneus, Ecran tactile, Essuie-glace arrière, Feux de freinage d'urgence, Filtre à Pollen, Lampes de lecture à l'avant, Lecteur carte SD, Lunette arrière surteintée, Phares halogènes, Poignées ton carrosserie, Porte-gobelets arrière, Porte-gobelets avant, Préparation Isofix, Prise auxiliaire de connexion audio, Prise Jack, Radio, Répétiteurs de clignotant dans rétro ext, Sellerie Tissu Fortunate Noir, Système de récupération énergie freinage, Troisième ceinture de sécurité, Vitres arrière surteintées, Vitres teintéesRéférence annonce : 161579NOUS CONTACTER :0178769522Renault Zoe Life charge rapide berline, bleu azur, 1 cv, 5 portes, mise en circulation le 17/10/2014, garantie 12 mois.5 placesOPTIONS ET EQUIPEMENTS :Extérieur :- rétroviseurs électriquesIntérieur et confort :- auto-radio commandé au volant- ordinateur de bord- volant réglable- bluetooth- aide au démarrage en pente- pack fumeur- climatisation automatique- GPSSécurité :- direction assistée- fermeture centralisée- rétroviseurs dégivrants- ABS- airbags latéraux- anti-démarrage- anti-patinage- ESP- aide au freinage d'urgence- répartiteur électronique de freinage- verrouillage automatique des portes en roulant- régulateur de vitesse- limiteur de vitesseAutres équipements et informations :kilométrage garanti, puissance réelle : 88 ch, vitres avant éléctriques, airbag conducteur, feux de circulation diurne, commandes vocales, démarrage sans clé, Écran multif... Lire plus ;1054786096;13731;10480.0;ile_de_france;0178769522;https://www.leboncoin.fr/voitures/1054786096.htm?ca=12_s;Numéro SIREN : 718204209;LIFE;2014;ZEN CHARGE RAPIDE TYPE 2;0.9166448001399458;True
10315.0;Renault Zoe Life berline, blanc glacier, 1 cv, 5 portes, mise en circulation le 13/06/2013, garantie 12 mois.OPTIONS ET EQUIPEMENTS :Intérieur et confort :- ordinateur de bord- GPSSécurité :- direction assistée- fermeture centralisée- ABS- airbags frontaux- ESP- aide au freinage d'urgence- régulateur de vitesse- limiteur de vitesseAutres équipements et informations :kilométrage garanti, puissance réelle : 88 ch, vitres avant éléctriques, 5 Places, Assistance freinage urgence, Banquette AR 1/3-2/3, BVA, Première Main, R-Link, Vitres teintéesRéférence annonce : VO160376NOUS CONTACTER :0156837400;1052929272;26241;8490.0;ile_de_france;0156837400;https://www.leboncoin.fr/voitures/1052929272.htm?ca=12_s;Numéro SIREN : 562119750;LIFE;2013;ZEN CHARGE RAPIDE TYPE 2;0.8230731943771207;True
14007.0;Renault Zoe ZEN MB 8 berline, blanc, 1 cv, 5 portes, mise en circulation le 30/06/2016.OPTIONS ET EQUIPEMENTS :Extérieur :- allumage automatique des feux- jantes alliageIntérieur et confort :- volant réglable- climatisation automatiqueSécurité :- détecteur de pluie- direction assistée- ABS- phares antibrouillard- aide au freinage d'urgence- fixation ISOFIX- limiteur de vitesseAutres équipements et informations :vitres avant éléctriques, réglages du volant : hauteurRéférence annonce : A4784_vsvdNOUS CONTACTER :0184030570;1027119232;100;20000.0;ile_de_france;0184030570;https://www.leboncoin.fr/voitures/1027119232.htm?ca=12_s;Numéro SIREN : 312212301;ZEN;2016;ZEN TYPE 2;1.4278574998215179;False
